datetime_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2025-05-11 18:00:00,5.0,102.41,0.0,0.06,67.92,0.22,79.74,180.78,0.0
2025-05-11 20:00:00,5.0,106.67,0.0,0.06,70.53,0.25,84.45,208.33,0.0
2025-05-11 22:00:00,5.0,113.51,0.0,0.06,73.73,0.26,93.87,242.4,0.0
2025-05-12 00:00:00,5.0,120.83,0.0,0.06,77.26,0.26,101.46,262.34,0.0
2025-05-12 02:00:00,5.0,126.25,0.0,0.07,80.91,0.27,103.6,263.1,0.0
2025-05-12 04:00:00,5.0,127.72,0.0,0.04,83.97,0.28,97.09,242.02,0.0
2025-05-12 06:00:00,5.0,124.12,0.0,0.03,82.8,0.3,83.91,212.93,0.0
2025-05-12 08:00:00,4.0,117.0,0.0,0.03,76.02,0.33,68.32,189.84,0.0
2025-05-12 10:00:00,4.0,109.6,0.01,0.04,69.25,0.35,55.1,174.24,0.0
2025-05-12 12:00:00,4.0,104.64,0.01,0.05,66.15,0.37,47.24,165.72,0.0
2025-05-12 14:00:00,4.0,104.42,0.0,0.08,66.34,0.41,46.1,166.36,0.0
2025-05-12 16:00:00,4.0,106.02,0.0,0.08,69.06,0.43,47.36,169.18,0.0
2025-05-12 18:00:00,4.0,107.65,0.0,0.08,70.44,0.46,49.53,176.82,0.0
2025-05-12 20:00:00,4.0,107.78,0.0,0.07,69.75,0.47,51.61,190.41,0.0
2025-05-12 22:00:00,4.0,106.78,0.0,0.07,69.47,0.46,52.05,198.79,0.0
2025-05-13 00:00:00,5.0,105.12,0.0,0.07,68.76,0.44,51.32,200.99,0.0
2025-05-13 02:00:00,4.0,103.63,0.0,0.08,67.39,0.44,50.07,199.0,0.0
2025-05-13 04:00:00,4.0,102.48,0.01,0.06,68.43,0.44,47.45,181.34,0.0
2025-05-13 06:00:00,4.0,101.44,0.01,0.04,68.84,0.43,44.36,159.01,0.0
2025-05-13 08:00:00,4.0,99.46,0.01,0.04,64.33,0.42,42.21,147.86,0.0
2025-05-13 10:00:00,4.0,97.67,0.01,0.04,59.85,0.41,40.68,141.87,0.0
2025-05-13 12:00:00,4.0,96.28,0.01,0.05,59.09,0.42,39.04,132.78,0.0
2025-05-13 14:00:00,4.0,95.97,0.0,0.09,61.32,0.42,38.32,126.76,0.0
2025-05-13 16:00:00,4.0,95.63,0.0,0.09,63.02,0.41,37.94,124.57,0.0
2025-05-13 18:00:00,4.0,95.28,0.0,0.09,63.65,0.42,37.57,124.51,0.0
2025-05-13 20:00:00,4.0,94.59,0.0,0.09,63.53,0.44,36.16,122.6,0.0
2025-05-13 22:00:00,4.0,94.35,0.0,0.09,63.85,0.45,34.43,119.32,0.0
2025-05-14 00:00:00,4.0,94.59,0.0,0.09,64.05,0.44,33.42,117.8,0.0
2025-05-14 02:00:00,4.0,94.3,0.0,0.1,63.45,0.43,33.24,118.31,0.0
2025-05-14 04:00:00,4.0,93.78,0.01,0.09,60.87,0.42,33.58,120.78,0.0
2025-05-14 06:00:00,4.0,93.0,0.01,0.07,57.87,0.41,33.74,121.85,0.0
2025-05-14 08:00:00,4.0,92.31,0.01,0.05,55.89,0.4,33.43,121.56,0.0
2025-05-14 10:00:00,4.0,92.09,0.01,0.05,55.0,0.4,32.73,119.99,0.0
2025-05-14 12:00:00,4.0,91.61,0.01,0.06,54.3,0.4,31.35,112.91,0.0
2025-05-14 14:00:00,4.0,91.11,0.0,0.1,54.35,0.41,29.25,104.51,0.0
2025-05-14 16:00:00,3.0,89.57,0.0,0.11,52.92,0.42,26.28,97.81,0.0
2025-05-14 18:00:00,3.0,88.06,0.0,0.11,51.37,0.43,23.42,93.75,0.0
2025-05-14 20:00:00,3.0,86.5,0.0,0.11,50.56,0.43,21.44,90.53,0.0
2025-05-14 22:00:00,3.0,85.98,0.0,0.11,51.38,0.41,21.11,90.02,0.0
2025-05-15 00:00:00,3.0,86.5,0.0,0.11,53.87,0.41,22.14,92.38,0.0
2025-05-15 02:00:00,3.0,87.38,0.0,0.13,57.64,0.47,23.66,95.51,0.0
2025-05-15 04:00:00,3.0,88.25,0.01,0.11,59.78,0.51,23.92,94.66,0.0
2025-05-15 06:00:00,3.0,88.51,0.01,0.08,58.88,0.48,23.21,92.43,0.0
2025-05-15 08:00:00,3.0,88.1,0.01,0.06,55.76,0.45,22.19,90.12,0.0
2025-05-15 10:00:00,3.0,87.72,0.01,0.06,52.76,0.42,21.08,87.31,0.0
2025-05-15 12:00:00,3.0,86.56,0.01,0.07,51.2,0.41,19.7,82.86,0.0
2025-05-15 14:00:00,3.0,86.17,0.0,0.11,51.3,0.43,18.66,80.57,0.0
2025-05-15 16:00:00,3.0,85.7,0.0,0.12,51.68,0.44,18.23,80.76,0.0
2025-05-15 18:00:00,3.0,85.36,0.0,0.12,51.83,0.43,18.23,80.95,0.0
2025-05-15 20:00:00,3.0,84.63,0.0,0.12,51.62,0.44,18.37,80.55,0.0
2025-05-15 22:00:00,3.0,84.45,0.0,0.12,52.2,0.47,19.21,82.4,0.0
2025-05-16 00:00:00,3.0,84.88,0.0,0.12,54.51,0.53,20.86,87.68,0.0
2025-05-16 02:00:00,3.0,86.15,0.0,0.14,58.04,0.57,22.95,94.57,0.0
2025-05-16 04:00:00,3.0,87.2,0.01,0.11,60.45,0.56,24.48,98.08,0.0
2025-05-16 06:00:00,3.0,87.75,0.01,0.07,60.59,0.53,25.06,98.08,0.0
2025-05-16 08:00:00,3.0,87.96,0.01,0.06,59.72,0.5,24.6,95.54,0.0
2025-05-16 10:00:00,3.0,87.17,0.01,0.06,56.33,0.45,22.1,87.52,0.0
2025-05-16 12:00:00,3.0,85.44,0.01,0.07,51.68,0.4,18.52,75.87,0.0
2025-05-16 14:00:00,3.0,84.23,0.0,0.1,48.51,0.39,16.01,68.33,0.0
2025-05-16 16:00:00,3.0,83.16,0.0,0.11,46.65,0.39,14.74,65.49,0.0
2025-05-16 18:00:00,3.0,82.87,0.0,0.11,46.17,0.4,14.45,66.83,0.0
2025-05-16 20:00:00,3.0,82.52,0.0,0.11,46.52,0.42,14.52,70.28,0.0
2025-05-16 22:00:00,3.0,82.17,0.0,0.1,48.06,0.44,15.1,74.17,0.0
2025-05-17 00:00:00,3.0,81.98,0.0,0.1,49.32,0.46,15.87,77.53,0.0
2025-05-17 02:00:00,3.0,82.29,0.0,0.12,50.93,0.47,16.63,81.83,0.0
2025-05-17 04:00:00,3.0,82.41,0.01,0.1,52.19,0.48,17.2,85.57,0.0
2025-05-17 06:00:00,3.0,81.47,0.01,0.07,48.9,0.44,16.45,82.6,0.0
2025-05-17 08:00:00,3.0,80.7,0.01,0.06,44.36,0.37,14.93,74.78,0.0
2025-05-17 10:00:00,3.0,80.76,0.01,0.05,42.26,0.34,13.85,67.66,0.0
2025-05-17 12:00:00,3.0,80.67,0.01,0.05,42.15,0.32,13.25,63.04,0.0
2025-05-17 14:00:00,3.0,80.61,0.0,0.08,42.9,0.32,13.11,62.35,0.0
2025-05-17 16:00:00,3.0,79.68,0.0,0.08,42.53,0.32,13.11,63.65,0.0
2025-05-17 18:00:00,3.0,78.77,0.0,0.08,41.34,0.34,13.13,66.0,0.0
2025-05-17 20:00:00,3.0,78.16,0.0,0.08,40.53,0.34,13.12,68.42,0.0
2025-05-17 22:00:00,3.0,77.89,0.0,0.08,40.39,0.33,13.2,70.7,0.0
2025-05-18 00:00:00,3.0,77.97,0.0,0.08,40.82,0.32,13.59,73.26,0.0
2025-05-18 02:00:00,3.0,78.07,0.0,0.08,41.34,0.29,14.0,74.68,0.0
2025-05-18 04:00:00,3.0,78.17,0.01,0.06,42.55,0.26,14.22,73.71,0.0
2025-05-18 06:00:00,3.0,78.27,0.01,0.05,42.91,0.25,13.95,71.42,0.0
2025-05-18 08:00:00,3.0,78.31,0.01,0.04,42.33,0.23,13.28,67.83,0.0
2025-05-18 10:00:00,3.0,77.56,0.01,0.03,39.79,0.22,12.65,64.84,0.0
2025-05-18 12:00:00,3.0,77.0,0.01,0.04,38.88,0.21,12.31,63.0,0.0
2025-05-18 14:00:00,3.0,78.23,0.0,0.06,41.46,0.21,12.3,61.79,0.0
2025-05-18 16:00:00,3.0,79.68,0.0,0.06,44.96,0.21,12.13,58.01,0.0
2025-05-18 18:00:00,3.0,80.69,0.0,0.06,47.1,0.21,11.34,51.21,0.0
2025-05-18 20:00:00,2.0,81.14,0.0,0.06,47.92,0.2,10.32,45.81,0.0
2025-05-18 22:00:00,2.0,81.48,0.0,0.06,48.39,0.18,9.59,43.33,0.0
2025-05-19 00:00:00,2.0,81.5,0.0,0.05,48.83,0.15,9.06,41.68,0.0
2025-05-19 02:00:00,2.0,81.34,0.0,0.06,48.84,0.14,8.55,39.94,0.0
2025-05-19 04:00:00,2.0,80.8,0.01,0.05,47.58,0.13,7.97,38.37,0.0
2025-05-19 06:00:00,2.0,79.8,0.01,0.04,45.04,0.14,7.39,36.62,0.0
2025-05-19 08:00:00,2.0,78.91,0.01,0.03,41.85,0.14,6.85,34.64,0.0
2025-05-19 10:00:00,2.0,79.13,0.01,0.03,40.43,0.13,6.5,33.05,0.0
2025-05-19 12:00:00,2.0,79.26,0.01,0.03,40.44,0.13,6.3,32.14,0.0
2025-05-19 14:00:00,2.0,79.58,0.0,0.05,40.76,0.14,6.21,32.03,0.0
2025-05-19 16:00:00,2.0,80.21,0.0,0.05,41.24,0.15,6.01,31.26,0.0
2025-05-19 18:00:00,2.0,81.13,0.0,0.05,42.51,0.16,5.55,28.36,0.0
2025-05-19 20:00:00,2.0,81.77,0.0,0.05,43.78,0.15,4.83,23.78,0.0
2025-05-19 22:00:00,2.0,82.46,0.0,0.05,45.11,0.14,4.36,20.43,0.0
2025-05-20 00:00:00,1.0,82.97,0.0,0.05,45.75,0.13,4.13,18.34,0.0
2025-05-20 02:00:00,1.0,82.88,0.0,0.05,45.54,0.13,4.08,17.18,0.0
2025-05-20 04:00:00,1.0,82.49,0.01,0.04,44.2,0.13,4.29,17.49,0.0
2025-05-20 06:00:00,1.0,82.52,0.01,0.03,42.82,0.13,4.81,19.41,0.0
2025-05-20 08:00:00,2.0,83.23,0.01,0.03,41.99,0.13,5.59,22.61,0.0
2025-05-20 10:00:00,2.0,84.86,0.0,0.03,42.37,0.14,6.54,26.43,0.0
2025-05-20 12:00:00,2.0,86.89,0.0,0.03,43.97,0.14,7.61,30.39,0.0
2025-05-20 14:00:00,2.0,89.33,0.0,0.05,46.63,0.14,8.74,34.12,0.0
2025-05-20 16:00:00,2.0,91.06,0.0,0.06,48.93,0.15,9.72,36.79,0.0
2025-05-20 18:00:00,2.0,92.22,0.0,0.06,51.08,0.16,9.87,36.18,0.0
2025-05-20 20:00:00,2.0,91.82,0.0,0.05,52.3,0.15,8.92,31.97,0.0
2025-05-20 22:00:00,2.0,90.79,0.0,0.05,52.68,0.15,7.78,27.66,0.0
2025-05-21 00:00:00,2.0,89.72,0.0,0.05,52.48,0.16,7.01,24.9,0.0
2025-05-21 02:00:00,2.0,88.79,0.0,0.06,51.73,0.16,6.48,23.01,0.0
2025-05-21 04:00:00,2.0,87.04,0.01,0.05,49.63,0.16,5.74,20.49,0.0
2025-05-21 06:00:00,1.0,85.56,0.01,0.03,46.91,0.16,5.21,18.58,0.0
2025-05-21 08:00:00,1.0,84.49,0.01,0.03,43.88,0.14,4.72,16.8,0.0
2025-05-21 10:00:00,1.0,84.27,0.01,0.03,41.65,0.13,4.31,15.67,0.0
2025-05-21 12:00:00,1.0,84.4,0.01,0.03,41.06,0.12,3.93,15.42,0.0
2025-05-21 14:00:00,1.0,84.52,0.0,0.05,40.81,0.13,3.78,15.14,0.0
2025-05-21 16:00:00,1.0,83.97,0.0,0.06,40.26,0.13,3.69,14.64,0.0
2025-05-21 18:00:00,1.0,84.21,0.0,0.06,40.12,0.13,3.59,14.14,0.0
2025-05-21 20:00:00,1.0,84.35,0.0,0.06,40.19,0.13,3.58,13.58,0.0
2025-05-21 22:00:00,1.0,85.41,0.0,0.06,41.43,0.13,3.88,14.5,0.0
2025-05-22 00:00:00,1.0,87.32,0.0,0.06,43.49,0.13,4.64,17.55,0.0
2025-05-22 02:00:00,2.0,89.42,0.0,0.06,45.1,0.13,5.8,21.63,0.0
2025-05-22 04:00:00,2.0,91.6,0.01,0.04,45.97,0.13,7.55,25.65,0.0
2025-05-22 06:00:00,2.0,94.32,0.01,0.03,45.32,0.14,9.66,29.53,0.0
2025-05-22 08:00:00,2.0,97.59,0.01,0.03,43.77,0.16,11.85,33.43,0.0
2025-05-22 10:00:00,2.0,101.24,0.01,0.03,43.07,0.16,13.2,36.13,0.0
2025-05-22 12:00:00,2.0,103.81,0.01,0.04,43.92,0.17,13.61,37.84,0.0
2025-05-22 14:00:00,2.0,105.48,0.0,0.07,45.8,0.17,13.72,40.72,0.0
2025-05-22 16:00:00,2.0,105.72,0.0,0.07,47.12,0.18,13.97,43.98,0.0
2025-05-22 18:00:00,2.0,105.18,0.0,0.07,48.36,0.17,13.92,46.62,0.0
2025-05-22 20:00:00,2.0,102.76,0.0,0.06,49.1,0.17,13.35,48.51,0.0
2025-05-22 22:00:00,3.0,99.78,0.0,0.06,48.93,0.19,12.54,50.26,0.0
2025-05-23 00:00:00,3.0,96.75,0.0,0.06,48.06,0.2,11.7,51.78,0.0
2025-05-23 02:00:00,3.0,94.36,0.0,0.06,47.2,0.2,11.2,53.34,0.0
2025-05-23 04:00:00,3.0,92.97,0.01,0.05,46.44,0.22,11.09,55.73,0.0
2025-05-23 06:00:00,3.0,92.88,0.01,0.04,45.69,0.21,11.24,58.21,0.0
2025-05-23 08:00:00,3.0,92.68,0.01,0.03,43.92,0.19,11.18,58.99,0.0
2025-05-23 10:00:00,3.0,92.57,0.01,0.03,41.69,0.18,10.9,58.17,0.0
2025-05-23 12:00:00,3.0,91.99,0.01,0.04,40.46,0.19,10.33,54.76,0.0
2025-05-23 14:00:00,3.0,92.86,0.0,0.06,41.58,0.19,10.12,54.0,0.0
2025-05-23 16:00:00,3.0,93.7,0.0,0.06,43.29,0.2,10.39,55.56,0.0
2025-05-23 18:00:00,3.0,93.75,0.0,0.06,44.39,0.23,11.0,58.04,0.0
2025-05-23 20:00:00,3.0,92.42,0.0,0.06,45.49,0.25,11.74,61.51,0.01
2025-05-23 22:00:00,3.0,90.9,0.0,0.06,45.02,0.27,12.05,62.66,0.02
2025-05-24 00:00:00,3.0,89.49,0.0,0.07,43.21,0.3,12.46,62.55,0.02
2025-05-24 02:00:00,3.0,89.54,0.0,0.08,43.82,0.3,13.19,63.97,0.01
2025-05-24 04:00:00,3.0,90.25,0.01,0.06,47.27,0.27,13.77,65.81,0.02
2025-05-24 06:00:00,3.0,91.25,0.01,0.04,50.94,0.24,14.41,68.41,0.03
2025-05-24 08:00:00,3.0,91.3,0.01,0.03,51.61,0.21,15.0,70.74,0.04
2025-05-24 10:00:00,3.0,90.7,0.01,0.03,49.95,0.2,15.46,72.5,0.04
2025-05-24 12:00:00,3.0,89.3,0.01,0.03,47.63,0.21,15.43,71.3,0.04
2025-05-24 14:00:00,3.0,89.07,0.0,0.06,47.17,0.22,15.1,67.62,0.06
2025-05-24 16:00:00,3.0,90.02,0.0,0.06,49.33,0.23,14.94,64.04,0.1
2025-05-24 18:00:00,3.0,90.95,0.0,0.06,51.55,0.24,15.23,62.19,0.11
2025-05-24 20:00:00,3.0,90.67,0.0,0.06,52.62,0.25,15.99,62.89,0.1
2025-05-24 22:00:00,3.0,90.1,0.0,0.06,53.51,0.26,16.97,65.7,0.1
2025-05-25 00:00:00,3.0,89.04,0.0,0.06,53.12,0.28,17.51,67.04,0.08
2025-05-25 02:00:00,3.0,89.04,0.0,0.07,52.91,0.27,17.26,65.61,0.06
2025-05-25 04:00:00,3.0,88.2,0.01,0.06,51.39,0.27,16.74,63.71,0.05
2025-05-25 06:00:00,3.0,86.52,0.01,0.05,48.58,0.27,16.41,63.01,0.02
2025-05-25 08:00:00,3.0,85.45,0.01,0.04,46.13,0.26,15.96,61.52,0.01
2025-05-25 10:00:00,3.0,85.01,0.01,0.04,44.17,0.26,15.78,60.74,0.01
2025-05-25 12:00:00,3.0,84.55,0.01,0.04,42.84,0.27,16.31,62.31,0.0
2025-05-25 14:00:00,3.0,86.03,0.0,0.07,43.96,0.28,17.63,65.4,0.0
2025-05-25 16:00:00,3.0,90.29,0.0,0.07,47.3,0.3,18.89,66.98,0.0
2025-05-25 18:00:00,3.0,94.27,0.0,0.07,50.49,0.29,19.38,66.16,0.0
2025-05-25 20:00:00,3.0,95.09,0.0,0.07,51.72,0.29,19.47,66.01,0.03
2025-05-25 22:00:00,3.0,93.78,0.0,0.06,51.39,0.3,19.63,68.36,0.04
2025-05-26 00:00:00,3.0,93.33,0.0,0.06,51.41,0.3,19.6,69.27,0.06
2025-05-26 02:00:00,3.0,94.21,0.0,0.07,52.84,0.29,19.3,67.34,0.08
2025-05-26 04:00:00,3.0,94.99,0.01,0.05,54.64,0.26,18.49,63.36,0.1
2025-05-26 06:00:00,3.0,94.78,0.01,0.04,53.81,0.24,18.54,62.99,0.09
2025-05-26 08:00:00,3.0,93.11,0.01,0.03,50.33,0.23,19.41,65.64,0.05
2025-05-26 10:00:00,3.0,91.67,0.01,0.03,47.68,0.22,21.3,71.41,0.01
2025-05-26 12:00:00,3.0,90.2,0.01,0.04,46.37,0.24,24.51,82.27,0.0
2025-05-26 14:00:00,3.0,89.46,0.0,0.06,46.23,0.25,27.27,92.03,0.0
2025-05-26 16:00:00,3.0,89.24,0.0,0.07,46.17,0.26,27.3,93.79,0.02
2025-05-26 18:00:00,3.0,89.35,0.0,0.07,46.36,0.28,25.52,91.56,0.08
2025-05-26 20:00:00,3.0,90.75,0.0,0.07,48.42,0.29,23.94,88.88,0.18
2025-05-26 22:00:00,3.0,94.17,0.0,0.07,51.91,0.31,23.28,86.52,0.28
2025-05-27 00:00:00,3.0,95.1,0.0,0.07,52.4,0.32,23.01,84.36,0.27
2025-05-27 02:00:00,3.0,92.41,0.0,0.08,50.28,0.34,23.43,85.41,0.14
2025-05-27 04:00:00,3.0,90.19,0.01,0.07,49.54,0.34,24.14,87.03,0.03
2025-05-27 06:00:00,3.0,89.11,0.01,0.05,49.78,0.32,25.24,90.18,0.01
2025-05-27 08:00:00,3.0,89.42,0.01,0.04,50.53,0.29,27.04,97.02,0.0
2025-05-27 10:00:00,4.0,89.39,0.01,0.04,49.61,0.29,28.65,101.99,0.0
2025-05-27 12:00:00,4.0,87.49,0.01,0.04,46.99,0.3,29.09,104.24,0.0
2025-05-27 14:00:00,4.0,85.56,0.0,0.07,44.9,0.33,28.04,104.15,0.0
2025-05-27 16:00:00,4.0,85.0,0.0,0.08,45.31,0.37,26.9,104.1,0.0
2025-05-27 18:00:00,4.0,85.0,0.0,0.08,46.22,0.38,26.35,105.65,0.0
2025-05-27 20:00:00,4.0,83.86,0.0,0.09,45.86,0.39,26.35,108.24,0.0
2025-05-27 22:00:00,4.0,84.35,0.0,0.09,46.67,0.41,26.9,111.01,0.0
2025-05-28 00:00:00,4.0,85.26,0.0,0.09,47.91,0.41,27.4,111.46,0.0
2025-05-28 02:00:00,4.0,86.47,0.0,0.1,49.91,0.42,28.27,112.53,0.0
2025-05-28 04:00:00,4.0,88.84,0.01,0.08,54.8,0.43,29.88,115.54,0.0
2025-05-28 06:00:00,4.0,90.2,0.01,0.06,56.4,0.41,31.23,116.08,0.0
2025-05-28 08:00:00,4.0,89.69,0.01,0.05,54.31,0.38,32.2,115.1,0.0
2025-05-28 10:00:00,4.0,90.1,0.01,0.05,53.84,0.38,33.1,114.43,0.0
2025-05-28 12:00:00,4.0,90.56,0.01,0.06,54.14,0.39,33.48,113.88,0.0
2025-05-28 14:00:00,4.0,89.45,0.0,0.1,52.48,0.4,32.84,115.24,0.0
2025-05-28 16:00:00,4.0,86.1,0.0,0.11,49.21,0.41,31.27,117.21,0.0
2025-05-28 18:00:00,4.0,82.93,0.0,0.11,47.51,0.43,30.14,119.78,0.0
2025-05-28 20:00:00,4.0,80.94,0.0,0.11,46.44,0.44,29.48,122.36,0.0
2025-05-28 22:00:00,4.0,80.47,0.0,0.11,47.02,0.43,29.65,127.19,0.0
2025-05-29 00:00:00,4.0,80.95,0.0,0.11,48.24,0.46,30.49,132.42,0.0
2025-05-29 02:00:00,4.0,81.98,0.0,0.12,50.13,0.48,31.86,137.87,0.0
2025-05-29 04:00:00,4.0,83.65,0.02,0.1,53.72,0.47,33.19,140.4,0.0
2025-05-29 06:00:00,4.0,85.2,0.01,0.07,56.34,0.44,34.63,136.59,0.0
2025-05-29 08:00:00,4.0,87.6,0.01,0.06,58.95,0.41,36.39,132.06,0.0
2025-05-29 10:00:00,4.0,90.32,0.01,0.06,61.81,0.39,38.08,131.33,0.0
2025-05-29 12:00:00,4.0,91.45,0.01,0.06,64.22,0.41,39.09,133.5,0.0
2025-05-29 14:00:00,4.0,91.64,0.0,0.1,65.28,0.46,39.75,142.5,0.0
2025-05-29 16:00:00,4.0,90.8,0.0,0.11,62.18,0.49,38.64,142.66,0.0
2025-05-29 18:00:00,4.0,88.67,0.0,0.1,59.61,0.49,37.32,145.13,0.0
2025-05-29 20:00:00,4.0,86.76,0.0,0.09,60.64,0.46,37.34,155.86,0.0
2025-05-29 22:00:00,4.0,84.83,0.0,0.08,59.92,0.47,37.68,161.63,0.0
2025-05-30 00:00:00,4.0,84.32,0.0,0.08,61.35,0.49,37.47,156.54,0.0
2025-05-30 02:00:00,4.0,85.77,0.0,0.09,67.04,0.48,36.77,148.61,0.0
2025-05-30 04:00:00,4.0,87.74,0.01,0.07,73.01,0.47,35.5,139.91,0.0
2025-05-30 06:00:00,4.0,89.5,0.01,0.04,74.69,0.45,35.2,134.68,0.0
2025-05-30 08:00:00,4.0,90.03,0.01,0.04,69.9,0.42,35.03,130.86,0.0
2025-05-30 10:00:00,4.0,90.79,0.01,0.04,66.31,0.4,34.96,128.51,0.0
2025-05-30 12:00:00,4.0,91.52,0.01,0.05,64.94,0.4,35.2,127.45,0.0
2025-05-30 14:00:00,4.0,90.41,0.0,0.07,61.77,0.42,35.62,129.28,0.0
2025-05-30 16:00:00,4.0,88.76,0.0,0.08,60.32,0.42,35.97,132.41,0.0
2025-05-30 18:00:00,4.0,88.88,0.0,0.08,62.78,0.43,36.06,135.6,0.0
2025-05-30 20:00:00,4.0,87.86,0.0,0.08,62.37,0.46,35.15,136.37,0.0
2025-05-30 22:00:00,4.0,87.31,0.0,0.08,62.31,0.47,34.1,135.69,0.0
2025-05-31 00:00:00,4.0,87.24,0.0,0.07,63.73,0.45,33.56,132.38,0.0
2025-05-31 02:00:00,4.0,87.75,0.0,0.08,65.96,0.43,34.04,132.4,0.0
2025-05-31 04:00:00,4.0,88.02,0.01,0.06,67.02,0.42,34.57,132.21,0.0
2025-05-31 06:00:00,4.0,87.81,0.01,0.05,65.13,0.41,35.02,131.42,0.0
2025-05-31 08:00:00,4.0,86.93,0.01,0.04,60.75,0.39,34.87,130.2,0.0
2025-05-31 10:00:00,4.0,86.27,0.01,0.04,57.12,0.38,34.44,128.49,0.0
2025-05-31 12:00:00,4.0,84.88,0.01,0.05,55.13,0.4,33.96,128.04,0.0
2025-05-31 14:00:00,4.0,83.18,0.0,0.07,53.92,0.42,33.63,130.47,0.0
2025-05-31 16:00:00,4.0,81.01,0.0,0.08,52.47,0.42,32.59,128.87,0.0
2025-05-31 18:00:00,4.0,81.53,0.0,0.08,55.01,0.41,31.42,124.74,0.0
2025-05-31 20:00:00,4.0,81.88,0.0,0.07,56.77,0.41,30.27,119.99,0.0
2025-05-31 22:00:00,4.0,81.72,0.0,0.08,56.73,0.42,29.98,116.83,0.0
2025-06-01 00:00:00,4.0,82.56,0.0,0.08,57.6,0.44,31.7,119.02,0.0
2025-06-01 02:00:00,4.0,84.3,0.0,0.09,61.13,0.47,35.74,125.89,0.0
2025-06-01 04:00:00,4.0,87.57,0.01,0.08,65.87,0.47,40.95,133.41,0.0
2025-06-01 06:00:00,4.0,88.74,0.01,0.05,65.47,0.45,43.74,137.14,0.0
2025-06-01 08:00:00,4.0,87.26,0.01,0.04,60.59,0.44,43.38,137.58,0.0
2025-06-01 10:00:00,4.0,85.04,0.01,0.04,54.26,0.44,42.1,136.16,0.0
2025-06-01 12:00:00,4.0,82.32,0.01,0.05,49.76,0.45,40.06,132.76,0.0
2025-06-01 14:00:00,4.0,81.43,0.0,0.08,51.19,0.45,37.63,133.8,0.0
2025-06-01 16:00:00,4.0,80.82,0.0,0.08,52.92,0.47,35.23,132.81,0.0
2025-06-01 18:00:00,4.0,79.94,0.0,0.08,52.7,0.51,33.53,130.29,0.0
2025-06-01 20:00:00,4.0,78.65,0.0,0.09,51.65,0.55,32.51,129.69,0.0
2025-06-01 22:00:00,4.0,78.89,0.0,0.09,50.99,0.58,32.83,129.98,0.0
2025-06-02 00:00:00,4.0,80.49,0.0,0.09,52.61,0.57,34.34,132.69,0.0
2025-06-02 02:00:00,4.0,82.45,0.0,0.1,55.41,0.56,36.45,138.45,0.0
2025-06-02 04:00:00,4.0,84.43,0.01,0.08,58.63,0.54,38.15,143.63,0.0
2025-06-02 06:00:00,4.0,86.05,0.01,0.06,60.01,0.52,40.51,154.65,0.0
2025-06-02 08:00:00,4.0,86.98,0.01,0.05,58.74,0.48,43.13,169.64,0.0
2025-06-02 10:00:00,4.0,87.67,0.01,0.05,57.92,0.45,45.22,180.9,0.0
2025-06-02 12:00:00,4.0,88.51,0.01,0.05,58.71,0.43,45.98,185.18,0.0
2025-06-02 14:00:00,4.0,89.65,0.0,0.08,60.83,0.43,46.56,189.99,0.0
2025-06-02 16:00:00,4.0,90.57,0.0,0.09,62.87,0.44,47.1,195.06,0.0
2025-06-02 18:00:00,4.0,90.61,0.0,0.08,63.3,0.44,47.27,197.84,0.0
2025-06-02 20:00:00,4.0,90.68,0.0,0.08,64.5,0.43,46.83,198.44,0.0
2025-06-02 22:00:00,5.0,91.73,0.0,0.07,67.49,0.41,46.93,205.47,0.0
2025-06-03 00:00:00,5.0,92.93,0.0,0.07,70.95,0.42,48.11,219.44,0.0
2025-06-03 02:00:00,5.0,94.18,0.0,0.08,74.26,0.44,49.7,234.16,0.0
2025-06-03 04:00:00,5.0,95.51,0.01,0.07,76.77,0.46,51.11,240.26,0.0
2025-06-03 06:00:00,5.0,97.01,0.01,0.05,77.24,0.46,51.71,234.44,0.0
2025-06-03 08:00:00,5.0,96.26,0.01,0.05,75.38,0.44,49.56,211.8,0.0
2025-06-03 10:00:00,4.0,94.43,0.01,0.05,72.83,0.43,47.35,195.78,0.0
2025-06-03 12:00:00,5.0,93.7,0.01,0.05,71.5,0.44,48.73,205.71,0.0
2025-06-03 14:00:00,5.0,95.18,0.0,0.08,72.02,0.47,55.04,250.65,0.0
2025-06-03 16:00:00,5.0,95.83,0.0,0.09,71.7,0.49,61.02,304.83,0.0
2025-06-03 18:00:00,5.0,93.62,0.0,0.09,69.63,0.5,60.02,322.47,0.0
2025-06-03 20:00:00,5.0,90.23,0.0,0.08,68.45,0.51,53.56,296.37,0.0
2025-06-03 22:00:00,5.0,85.56,0.0,0.08,65.21,0.52,44.63,239.77,0.0
2025-06-04 00:00:00,4.0,81.9,0.0,0.08,61.14,0.53,37.0,185.05,0.0
2025-06-04 02:00:00,4.0,83.64,0.0,0.09,65.26,0.5,35.79,170.03,0.0
2025-06-04 04:00:00,4.0,84.33,0.01,0.07,66.83,0.47,35.38,166.45,0.0
2025-06-04 06:00:00,4.0,83.56,0.01,0.05,65.31,0.44,34.99,168.48,0.0
2025-06-04 08:00:00,4.0,82.32,0.01,0.04,62.25,0.4,33.1,162.01,0.0
